,name,skin_tone,gender,age,cluster
3221,train/TRAIN9226.png,monk_10,male,61_100,1
3223,train/TRAIN9229.png,monk_2,male,0_17,1
3224,train/TRAIN9232.png,monk_2,male,18_30,1
3225,train/TRAIN9241.png,monk_3,male,0_17,1
3226,train/TRAIN9243.png,monk_10,male,31_60,2
3227,train/TRAIN9246.png,monk_7,male,0_17,1
3228,train/TRAIN9250.png,monk_7,male,0_17,1
3229,train/TRAIN9251.png,monk_4,male,0_17,1
3230,train/TRAIN9254.png,monk_2,male,0_17,7
3231,train/TRAIN9255.png,monk_3,male,18_30,1
3232,train/TRAIN9257.png,monk_1,male,0_17,3
3233,train/TRAIN9258.png,monk_3,male,18_30,1
3234,train/TRAIN9262.png,monk_3,male,18_30,1
3236,train/TRAIN9269.png,monk_6,male,31_60,1
3237,train/TRAIN9271.png,monk_3,male,18_30,1
3240,train/TRAIN9276.png,monk_5,male,18_30,6
3241,train/TRAIN9278.png,monk_5,male,18_30,2
3242,train/TRAIN9284.png,monk_1,male,0_17,1
3243,train/TRAIN9290.png,monk_4,male,31_60,1
3244,train/TRAIN9295.png,monk_10,male,0_17,2
3245,train/TRAIN9296.png,monk_2,male,18_30,1
3246,train/TRAIN9298.png,monk_5,male,31_60,1
3247,train/TRAIN9309.png,monk_5,male,0_17,1
3249,train/TRAIN9322.png,monk_8,male,18_30,3
3252,train/TRAIN9327.png,monk_4,male,18_30,1
3253,train/TRAIN9330.png,monk_5,male,31_60,2
3254,train/TRAIN9332.png,monk_4,male,31_60,1
3255,train/TRAIN9334.png,monk_7,male,0_17,3
3256,train/TRAIN9335.png,monk_2,male,0_17,1
3258,train/TRAIN9340.png,monk_7,male,18_30,2
3259,train/TRAIN9345.png,monk_4,male,18_30,3
3260,train/TRAIN9346.png,monk_7,male,18_30,1
3261,train/TRAIN9351.png,monk_2,male,18_30,1
3263,train/TRAIN9353.png,monk_4,male,18_30,1
3265,train/TRAIN9359.png,monk_4,male,18_30,2
3266,train/TRAIN9360.png,monk_5,male,0_17,1
3267,train/TRAIN9369.png,monk_2,male,0_17,6
3268,train/TRAIN9371.png,monk_7,male,31_60,3
3269,train/TRAIN9384.png,monk_5,male,18_30,1
3270,train/TRAIN9388.png,monk_6,male,0_17,2
3271,train/TRAIN9389.png,monk_8,male,0_17,2
3272,train/TRAIN9398.png,monk_7,male,0_17,6
3274,train/TRAIN9401.png,monk_3,male,31_60,1
3275,train/TRAIN9403.png,monk_6,male,31_60,6
3276,train/TRAIN9404.png,monk_5,male,18_30,1
3277,train/TRAIN9405.png,monk_9,male,31_60,6
3278,train/TRAIN9407.png,monk_3,male,0_17,7
3279,train/TRAIN9408.png,monk_7,male,31_60,1
3280,train/TRAIN9412.png,monk_5,male,0_17,2
3281,train/TRAIN9413.png,monk_3,male,0_17,1
3282,train/TRAIN9414.png,monk_5,male,0_17,1
3283,train/TRAIN9415.png,monk_3,male,0_17,2
3284,train/TRAIN9416.png,monk_4,male,31_60,1
3285,train/TRAIN9418.png,monk_1,male,0_17,1
3287,train/TRAIN9429.png,monk_6,male,61_100,2
3288,train/TRAIN9432.png,monk_3,male,18_30,2
3290,train/TRAIN9438.png,monk_2,male,18_30,2
3292,train/TRAIN9441.png,monk_5,male,0_17,8
3295,train/TRAIN9447.png,monk_7,male,18_30,8
3296,train/TRAIN9451.png,monk_6,male,31_60,2
3297,train/TRAIN9464.png,monk_6,male,31_60,1
3298,train/TRAIN9466.png,monk_5,male,18_30,6
3300,train/TRAIN9468.png,monk_3,male,0_17,7
3301,train/TRAIN9469.png,monk_5,male,18_30,1
3302,train/TRAIN9475.png,monk_3,male,0_17,7
3305,train/TRAIN9480.png,monk_2,male,18_30,1
3306,train/TRAIN9485.png,monk_5,male,18_30,1
3307,train/TRAIN9489.png,monk_5,male,0_17,1
3308,train/TRAIN9491.png,monk_4,male,0_17,2
3309,train/TRAIN9493.png,monk_6,male,18_30,2
3310,train/TRAIN9497.png,monk_7,male,61_100,2
3312,train/TRAIN9500.png,monk_9,male,18_30,1
3314,train/TRAIN9507.png,monk_4,male,18_30,1
3316,train/TRAIN9509.png,monk_9,male,61_100,1
3318,train/TRAIN9515.png,monk_2,male,0_17,8
3320,train/TRAIN9520.png,monk_7,male,31_60,1
3321,train/TRAIN9523.png,monk_8,male,31_60,8
3322,train/TRAIN9526.png,monk_3,male,0_17,2
3323,train/TRAIN9529.png,monk_2,male,0_17,2
3324,train/TRAIN9530.png,monk_8,male,0_17,1
3325,train/TRAIN9531.png,monk_4,male,18_30,2
3326,train/TRAIN9532.png,monk_7,male,31_60,6
3327,train/TRAIN9534.png,monk_5,male,18_30,0
3329,train/TRAIN9542.png,monk_5,male,18_30,2
3330,train/TRAIN9548.png,monk_5,male,18_30,1
3331,train/TRAIN9549.png,monk_9,male,31_60,2
3334,train/TRAIN9557.png,monk_5,male,0_17,1
3335,train/TRAIN9559.png,monk_8,male,18_30,3
3337,train/TRAIN9563.png,monk_8,male,61_100,2
3338,train/TRAIN9565.png,monk_5,male,31_60,1
3339,train/TRAIN9567.png,monk_6,male,31_60,2
3340,train/TRAIN9572.png,monk_9,male,18_30,6
3341,train/TRAIN9575.png,monk_4,male,31_60,1
3343,train/TRAIN9598.png,monk_2,male,18_30,1
3345,train/TRAIN9601.png,monk_10,male,18_30,1
3346,train/TRAIN9605.png,monk_1,male,31_60,2
3347,train/TRAIN9606.png,monk_7,male,18_30,5
3348,train/TRAIN9608.png,monk_6,male,18_30,1
3350,train/TRAIN9618.png,monk_5,male,0_17,2
3351,train/TRAIN9622.png,monk_3,male,31_60,2
3352,train/TRAIN9623.png,monk_7,male,31_60,1
3353,train/TRAIN9625.png,monk_5,male,18_30,6
3354,train/TRAIN9629.png,monk_1,male,18_30,1
3355,train/TRAIN9632.png,monk_6,male,61_100,6
3357,train/TRAIN9634.png,monk_3,male,18_30,1
3358,train/TRAIN9639.png,monk_5,male,18_30,2
3359,train/TRAIN9643.png,monk_9,male,31_60,1
3361,train/TRAIN9652.png,monk_7,male,31_60,1
3362,train/TRAIN9656.png,monk_1,male,0_17,1
3363,train/TRAIN9663.png,monk_5,male,18_30,2
3364,train/TRAIN9664.png,monk_3,male,18_30,2
3365,train/TRAIN9668.png,monk_8,male,31_60,1
3366,train/TRAIN9669.png,monk_8,male,0_17,1
3367,train/TRAIN9674.png,monk_8,male,0_17,2
3371,train/TRAIN9688.png,monk_6,male,18_30,0
3372,train/TRAIN9696.png,monk_4,male,31_60,6
3373,train/TRAIN9697.png,monk_5,male,0_17,1
3375,train/TRAIN9712.png,monk_2,male,0_17,1
3376,train/TRAIN9713.png,monk_2,male,0_17,2
3377,train/TRAIN9717.png,monk_1,male,0_17,1
3378,train/TRAIN9724.png,monk_6,male,18_30,0
3379,train/TRAIN9725.png,monk_1,male,0_17,2
3380,train/TRAIN9727.png,monk_2,male,31_60,1
3381,train/TRAIN9729.png,monk_4,male,18_30,1
3382,train/TRAIN9734.png,monk_8,male,0_17,2
3383,train/TRAIN9735.png,monk_9,male,18_30,0
3386,train/TRAIN9741.png,monk_7,male,18_30,2
3387,train/TRAIN9744.png,monk_8,male,18_30,1
3388,train/TRAIN9749.png,monk_2,male,18_30,1
3389,train/TRAIN9751.png,monk_3,male,31_60,3
3390,train/TRAIN9753.png,monk_7,male,18_30,1
3391,train/TRAIN9755.png,monk_7,male,18_30,2
3394,train/TRAIN9761.png,monk_5,male,0_17,2
3399,train/TRAIN9780.png,monk_9,male,31_60,2
3400,train/TRAIN9787.png,monk_6,male,0_17,1
3402,train/TRAIN9790.png,monk_5,male,18_30,2
3403,train/TRAIN9792.png,monk_5,male,0_17,7
3404,train/TRAIN9798.png,monk_4,male,18_30,1
3406,train/TRAIN9810.png,monk_9,male,18_30,6
3407,train/TRAIN9812.png,monk_7,male,0_17,8
3408,train/TRAIN9813.png,monk_8,male,31_60,1
3411,train/TRAIN9826.png,monk_3,male,18_30,2
3413,train/TRAIN9838.png,monk_10,male,18_30,2
3414,train/TRAIN9841.png,monk_3,male,18_30,2
3415,train/TRAIN9858.png,monk_3,male,31_60,2
3416,train/TRAIN9864.png,monk_5,male,18_30,6
3418,train/TRAIN9876.png,monk_6,male,31_60,2
3422,train/TRAIN9887.png,monk_1,male,0_17,1
3424,train/TRAIN9909.png,monk_4,male,18_30,2
3425,train/TRAIN9913.png,monk_5,male,18_30,1
3427,train/TRAIN9923.png,monk_2,male,0_17,7
3428,train/TRAIN9929.png,monk_7,male,18_30,1
3429,train/TRAIN9938.png,monk_1,male,0_17,1
3430,train/TRAIN9948.png,monk_2,male,0_17,2
3431,train/TRAIN9950.png,monk_3,male,31_60,1
3432,train/TRAIN9953.png,monk_6,male,18_30,2
3434,train/TRAIN9965.png,monk_3,male,18_30,1
3435,train/TRAIN9967.png,monk_4,male,0_17,8
3436,train/TRAIN9972.png,monk_3,male,0_17,6
3437,train/TRAIN9975.png,monk_4,male,0_17,7
3438,train/TRAIN9978.png,monk_3,male,31_60,2
3439,train/TRAIN9980.png,monk_4,male,0_17,2
3440,train/TRAIN9981.png,monk_8,male,31_60,6
3441,train/TRAIN9983.png,monk_4,male,0_17,7
3442,train/TRAIN9988.png,monk_6,male,61_100,2
3444,train/TRAIN9993.png,monk_2,male,18_30,1
3446,train/TRAIN9999.png,monk_4,male,18_30,1
3450,train/TRAIN0006.png,monk_2,female,18_30,9
3451,train/TRAIN0007.png,monk_2,female,18_30,2
3457,train/TRAIN0015.png,monk_3,female,18_30,8
3460,train/TRAIN0018.png,monk_5,female,18_30,1
3464,train/TRAIN0024.png,monk_2,female,18_30,1
3465,train/TRAIN0028.png,monk_4,female,18_30,8
3470,train/TRAIN0034.png,monk_8,female,0_17,1
3473,train/TRAIN0037.png,monk_4,female,18_30,1
3478,train/TRAIN0043.png,monk_5,female,18_30,2
3479,train/TRAIN0044.png,monk_3,female,0_17,8
3484,train/TRAIN0051.png,monk_3,female,31_60,1
3487,train/TRAIN0057.png,monk_2,female,31_60,1
3488,train/TRAIN0058.png,monk_4,female,18_30,1
3492,train/TRAIN0062.png,monk_4,female,18_30,1
3494,train/TRAIN0065.png,monk_5,female,18_30,1
3495,train/TRAIN0067.png,monk_4,female,18_30,8
3497,train/TRAIN0069.png,monk_8,female,31_60,2
3501,train/TRAIN0075.png,monk_6,female,0_17,1
3505,train/TRAIN0081.png,monk_5,female,18_30,8
3506,train/TRAIN0082.png,monk_4,female,18_30,8
3507,train/TRAIN0083.png,monk_5,female,0_17,1
3509,train/TRAIN0087.png,monk_3,female,18_30,8
3512,train/TRAIN0090.png,monk_5,female,0_17,1
3518,train/TRAIN0097.png,monk_8,female,31_60,2
3524,train/TRAIN0104.png,monk_8,female,31_60,1
3528,train/TRAIN0110.png,monk_5,female,18_30,8
3530,train/TRAIN0112.png,monk_5,female,31_60,1
3532,train/TRAIN0118.png,monk_2,female,31_60,2
3534,train/TRAIN0120.png,monk_3,female,18_30,2
3535,train/TRAIN0121.png,monk_3,female,18_30,1
3537,train/TRAIN0124.png,monk_5,female,0_17,7
3539,train/TRAIN0129.png,monk_1,female,18_30,8
3547,train/TRAIN0139.png,monk_4,female,18_30,1
3549,train/TRAIN0141.png,monk_8,female,18_30,3
3550,train/TRAIN0142.png,monk_2,female,31_60,1
3551,train/TRAIN0143.png,monk_2,female,18_30,2
3558,train/TRAIN0155.png,monk_6,female,31_60,1
3559,train/TRAIN0156.png,monk_4,female,18_30,1
3562,train/TRAIN0159.png,monk_3,female,18_30,8
3563,train/TRAIN0162.png,monk_3,female,18_30,2
3565,train/TRAIN0164.png,monk_5,female,31_60,1
3566,train/TRAIN0165.png,monk_6,female,18_30,1
3567,train/TRAIN0166.png,monk_4,female,18_30,8
3571,train/TRAIN0170.png,monk_5,female,0_17,1
3573,train/TRAIN0175.png,monk_2,female,18_30,1
3574,train/TRAIN0176.png,monk_2,female,0_17,1
3576,train/TRAIN0179.png,monk_4,female,31_60,2
3579,train/TRAIN0183.png,monk_2,female,31_60,8
3580,train/TRAIN0184.png,monk_7,female,0_17,2
3582,train/TRAIN0186.png,monk_5,female,18_30,1
3583,train/TRAIN0187.png,monk_3,female,18_30,1
3587,train/TRAIN0191.png,monk_4,female,31_60,6
3588,train/TRAIN0192.png,monk_3,female,0_17,1
3589,train/TRAIN0193.png,monk_3,female,18_30,8
3590,train/TRAIN0195.png,monk_5,female,18_30,8
3592,train/TRAIN0199.png,monk_4,female,18_30,1
3595,train/TRAIN0205.png,monk_5,female,18_30,1
3598,train/TRAIN0211.png,monk_3,female,18_30,8
3599,train/TRAIN0212.png,monk_10,female,18_30,1
3601,train/TRAIN0215.png,monk_1,female,31_60,1
3607,train/TRAIN0223.png,monk_3,female,18_30,8
3611,train/TRAIN0228.png,monk_3,female,31_60,1
3612,train/TRAIN0229.png,monk_3,female,0_17,1
3614,train/TRAIN0231.png,monk_7,female,61_100,1
3616,train/TRAIN0233.png,monk_1,female,31_60,8
3617,train/TRAIN0234.png,monk_2,female,18_30,1
3620,train/TRAIN0237.png,monk_2,female,0_17,2
3621,train/TRAIN0238.png,monk_4,female,31_60,8
3623,train/TRAIN0240.png,monk_3,female,0_17,1
3624,train/TRAIN0242.png,monk_4,female,31_60,3
3625,train/TRAIN0243.png,monk_8,female,0_17,1
3627,train/TRAIN0246.png,monk_4,female,18_30,1
3632,train/TRAIN0253.png,monk_4,female,18_30,8
3633,train/TRAIN0254.png,monk_2,female,0_17,1
3634,train/TRAIN0258.png,monk_3,female,31_60,3
3638,train/TRAIN0264.png,monk_3,female,18_30,5
3642,train/TRAIN0270.png,monk_3,female,0_17,1
3644,train/TRAIN0276.png,monk_6,female,18_30,8
3646,train/TRAIN0278.png,monk_5,female,31_60,1
3649,train/TRAIN0282.png,monk_5,female,18_30,1
3650,train/TRAIN0283.png,monk_7,female,0_17,1
3651,train/TRAIN0284.png,monk_7,female,31_60,2
3653,train/TRAIN0287.png,monk_9,female,18_30,9
3655,train/TRAIN0289.png,monk_4,female,18_30,1
3661,train/TRAIN0297.png,monk_4,female,18_30,1
3662,train/TRAIN0298.png,monk_4,female,31_60,0
3664,train/TRAIN0300.png,monk_3,female,61_100,1
3669,train/TRAIN0305.png,monk_1,female,0_17,1
3671,train/TRAIN0308.png,monk_2,female,0_17,2
3672,train/TRAIN0309.png,monk_2,female,18_30,8
3673,train/TRAIN0310.png,monk_1,female,18_30,8
3675,train/TRAIN0312.png,monk_1,female,18_30,1
3681,train/TRAIN0323.png,monk_2,female,18_30,1
3682,train/TRAIN0324.png,monk_5,female,18_30,1
3683,train/TRAIN0325.png,monk_1,female,18_30,8
3685,train/TRAIN0331.png,monk_4,female,18_30,1
3686,train/TRAIN0332.png,monk_1,female,31_60,2
3688,train/TRAIN0334.png,monk_6,female,18_30,1
3690,train/TRAIN0337.png,monk_5,female,31_60,1
3692,train/TRAIN0339.png,monk_3,female,31_60,1
3694,train/TRAIN0342.png,monk_6,female,18_30,8
3695,train/TRAIN0343.png,monk_3,female,31_60,9
3696,train/TRAIN0344.png,monk_4,female,31_60,8
3699,train/TRAIN0350.png,monk_3,female,31_60,1
3702,train/TRAIN0354.png,monk_3,female,18_30,1
3705,train/TRAIN0359.png,monk_10,female,0_17,2
3707,train/TRAIN0361.png,monk_3,female,31_60,1
3709,train/TRAIN0363.png,monk_3,female,18_30,1
3711,train/TRAIN0366.png,monk_4,female,18_30,1
3714,train/TRAIN0371.png,monk_4,female,31_60,1
3715,train/TRAIN0372.png,monk_4,female,18_30,8
3717,train/TRAIN0375.png,monk_3,female,18_30,8
3719,train/TRAIN0377.png,monk_7,female,18_30,1
3721,train/TRAIN0380.png,monk_3,female,18_30,2
3723,train/TRAIN0382.png,monk_4,female,18_30,2
3724,train/TRAIN0383.png,monk_3,female,18_30,8
3727,train/TRAIN0387.png,monk_3,female,18_30,8
3729,train/TRAIN0389.png,monk_4,female,18_30,8
3733,train/TRAIN0394.png,monk_4,female,18_30,8
3736,train/TRAIN0397.png,monk_8,female,0_17,2
3747,train/TRAIN0413.png,monk_3,female,18_30,8
3752,train/TRAIN0418.png,monk_3,female,31_60,8
3753,train/TRAIN0423.png,monk_4,female,18_30,1
3759,train/TRAIN0430.png,monk_8,female,18_30,9
3761,train/TRAIN0433.png,monk_5,female,31_60,1
3763,train/TRAIN0435.png,monk_3,female,18_30,1
3764,train/TRAIN0436.png,monk_2,female,18_30,1
3765,train/TRAIN0437.png,monk_2,female,18_30,8
3769,train/TRAIN0441.png,monk_7,female,0_17,7
3770,train/TRAIN0443.png,monk_1,female,0_17,1
3775,train/TRAIN0451.png,monk_4,female,18_30,1
3776,train/TRAIN0452.png,monk_7,female,18_30,2
3777,train/TRAIN0453.png,monk_3,female,18_30,1
3782,train/TRAIN0460.png,monk_4,female,18_30,2
3785,train/TRAIN0464.png,monk_4,female,18_30,2
3794,train/TRAIN0475.png,monk_5,female,31_60,2
3796,train/TRAIN0479.png,monk_4,female,31_60,1
3801,train/TRAIN0485.png,monk_3,female,31_60,1
3805,train/TRAIN0489.png,monk_3,female,18_30,2
3806,train/TRAIN0490.png,monk_6,female,18_30,8
3807,train/TRAIN0491.png,monk_3,female,31_60,2
3808,train/TRAIN0492.png,monk_4,female,18_30,1
3810,train/TRAIN0494.png,monk_3,female,18_30,8
3812,train/TRAIN0498.png,monk_1,female,18_30,1
3815,train/TRAIN0501.png,monk_1,female,18_30,8
3817,train/TRAIN0503.png,monk_4,female,18_30,8
3818,train/TRAIN0505.png,monk_5,female,18_30,4
3819,train/TRAIN0506.png,monk_3,female,18_30,8
3820,train/TRAIN0507.png,monk_2,female,18_30,2
3822,train/TRAIN0511.png,monk_3,female,18_30,1
3826,train/TRAIN0517.png,monk_5,female,18_30,8
3829,train/TRAIN0522.png,monk_4,female,18_30,1
3832,train/TRAIN0527.png,monk_3,female,0_17,1
3836,train/TRAIN0534.png,monk_4,female,31_60,8
3841,train/TRAIN0540.png,monk_2,female,18_30,9
3845,train/TRAIN0546.png,monk_2,female,18_30,9
3846,train/TRAIN0547.png,monk_1,female,18_30,8
3847,train/TRAIN0548.png,monk_6,female,31_60,1
3849,train/TRAIN0550.png,monk_2,female,18_30,2
3853,train/TRAIN0561.png,monk_8,female,0_17,8
3861,train/TRAIN0572.png,monk_4,female,18_30,9
3868,train/TRAIN0579.png,monk_2,female,0_17,1
3870,train/TRAIN0581.png,monk_2,female,18_30,1
3873,train/TRAIN0587.png,monk_2,female,61_100,1
3874,train/TRAIN0588.png,monk_2,female,0_17,8
3875,train/TRAIN0589.png,monk_4,female,18_30,8
3880,train/TRAIN0597.png,monk_8,female,18_30,1
3881,train/TRAIN0599.png,monk_4,female,18_30,1
3883,train/TRAIN0602.png,monk_2,female,18_30,8
3885,train/TRAIN0604.png,monk_4,female,18_30,1
3889,train/TRAIN0609.png,monk_7,female,0_17,1
3890,train/TRAIN0611.png,monk_1,female,18_30,1
3891,train/TRAIN0612.png,monk_10,female,61_100,1
3894,train/TRAIN0616.png,monk_5,female,0_17,7
3895,train/TRAIN0617.png,monk_4,female,31_60,8
3899,train/TRAIN0622.png,monk_6,female,0_17,2
3903,train/TRAIN0628.png,monk_5,female,18_30,1
3904,train/TRAIN0630.png,monk_4,female,18_30,3
3905,train/TRAIN0631.png,monk_3,female,18_30,8
3909,train/TRAIN0639.png,monk_2,female,18_30,1
3910,train/TRAIN0640.png,monk_5,female,18_30,1
3911,train/TRAIN0644.png,monk_8,female,0_17,1
3914,train/TRAIN0648.png,monk_5,female,18_30,1
3915,train/TRAIN0649.png,monk_2,female,18_30,3
3916,train/TRAIN0650.png,monk_1,female,18_30,1
3918,train/TRAIN0653.png,monk_4,female,0_17,1
3919,train/TRAIN0654.png,monk_2,female,18_30,1
3921,train/TRAIN0656.png,monk_4,female,0_17,7
3923,train/TRAIN0660.png,monk_4,female,18_30,1
3927,train/TRAIN0665.png,monk_8,female,31_60,6
3929,train/TRAIN0669.png,monk_4,female,18_30,8
3930,train/TRAIN0670.png,monk_2,female,0_17,8
3933,train/TRAIN0674.png,monk_3,female,18_30,8
3934,train/TRAIN0675.png,monk_2,female,0_17,2
3936,train/TRAIN0677.png,monk_4,female,31_60,9
3937,train/TRAIN0678.png,monk_5,female,31_60,1
3938,train/TRAIN0679.png,monk_7,female,0_17,8
3939,train/TRAIN0680.png,monk_6,female,18_30,8
3940,train/TRAIN0682.png,monk_4,female,18_30,1
3945,train/TRAIN0691.png,monk_3,female,31_60,2
3946,train/TRAIN0692.png,monk_4,female,31_60,1
3947,train/TRAIN0693.png,monk_3,female,18_30,8
3949,train/TRAIN0695.png,monk_2,female,18_30,2
3954,train/TRAIN0701.png,monk_4,female,18_30,8
3955,train/TRAIN0702.png,monk_8,female,31_60,1
3961,train/TRAIN0709.png,monk_5,female,18_30,1
3963,train/TRAIN0711.png,monk_2,female,18_30,8
3964,train/TRAIN0712.png,monk_2,female,18_30,5
3969,train/TRAIN0719.png,monk_4,female,18_30,1
3971,train/TRAIN0721.png,monk_3,female,18_30,8
3972,train/TRAIN0723.png,monk_2,female,31_60,8
3974,train/TRAIN0727.png,monk_6,female,0_17,1
3976,train/TRAIN0731.png,monk_3,female,18_30,2
3977,train/TRAIN0732.png,monk_8,female,31_60,8
3979,train/TRAIN0734.png,monk_2,female,18_30,2
3988,train/TRAIN0745.png,monk_7,female,31_60,1
3990,train/TRAIN0748.png,monk_4,female,18_30,8
3993,train/TRAIN0751.png,monk_3,female,18_30,8
3994,train/TRAIN0752.png,monk_4,female,18_30,9
3996,train/TRAIN0757.png,monk_5,female,18_30,8
3999,train/TRAIN0762.png,monk_5,female,31_60,9
4000,train/TRAIN0763.png,monk_3,female,18_30,8
4003,train/TRAIN0766.png,monk_3,female,31_60,8
4007,train/TRAIN0771.png,monk_3,female,31_60,8
4011,train/TRAIN0776.png,monk_5,female,31_60,0
4013,train/TRAIN0781.png,monk_3,female,0_17,7
4016,train/TRAIN0787.png,monk_3,female,18_30,1
4019,train/TRAIN0790.png,monk_3,female,18_30,1
4021,train/TRAIN0792.png,monk_4,female,18_30,1
4026,train/TRAIN0797.png,monk_3,female,18_30,1
4027,train/TRAIN0798.png,monk_5,female,18_30,2
4030,train/TRAIN0803.png,monk_2,female,18_30,9
4032,train/TRAIN0805.png,monk_4,female,18_30,8
4033,train/TRAIN0807.png,monk_6,female,18_30,1
4034,train/TRAIN0808.png,monk_4,female,18_30,8
4036,train/TRAIN0810.png,monk_9,female,18_30,1
4039,train/TRAIN0813.png,monk_2,female,18_30,1
4041,train/TRAIN0815.png,monk_5,female,18_30,1
4042,train/TRAIN0818.png,monk_8,female,18_30,1
4045,train/TRAIN0821.png,monk_4,female,31_60,2
4048,train/TRAIN0826.png,monk_3,female,18_30,9
4054,train/TRAIN0834.png,monk_6,female,18_30,0
4055,train/TRAIN0835.png,monk_2,female,18_30,8
4058,train/TRAIN0838.png,monk_3,female,0_17,1
4060,train/TRAIN0840.png,monk_3,female,18_30,1
4061,train/TRAIN0841.png,monk_3,female,18_30,9
4062,train/TRAIN0842.png,monk_4,female,31_60,8
4065,train/TRAIN0847.png,monk_3,female,0_17,2
4066,train/TRAIN0848.png,monk_5,female,18_30,1
4067,train/TRAIN0849.png,monk_2,female,0_17,8
4074,train/TRAIN0857.png,monk_5,female,18_30,1
4075,train/TRAIN0861.png,monk_4,female,18_30,2
4080,train/TRAIN0869.png,monk_9,female,18_30,9
4081,train/TRAIN0871.png,monk_3,female,18_30,5
4083,train/TRAIN0873.png,monk_4,female,18_30,1
4084,train/TRAIN0875.png,monk_2,female,18_30,1
4086,train/TRAIN0877.png,monk_7,female,18_30,1
4091,train/TRAIN0888.png,monk_4,female,18_30,3
4092,train/TRAIN0890.png,monk_7,female,18_30,1
4099,train/TRAIN0903.png,monk_5,female,18_30,2
4100,train/TRAIN0904.png,monk_2,female,18_30,8
4101,train/TRAIN0905.png,monk_5,female,0_17,8
4103,train/TRAIN0907.png,monk_5,female,61_100,1
4106,train/TRAIN0911.png,monk_4,female,18_30,1
4107,train/TRAIN0912.png,monk_2,female,31_60,8
4108,train/TRAIN0913.png,monk_4,female,18_30,8
4110,train/TRAIN0915.png,monk_3,female,18_30,8
4114,train/TRAIN0919.png,monk_4,female,31_60,8
4119,train/TRAIN0925.png,monk_5,female,18_30,1
4120,train/TRAIN0926.png,monk_2,female,18_30,1
4123,train/TRAIN0929.png,monk_9,female,31_60,1
4125,train/TRAIN0931.png,monk_3,female,0_17,8
4127,train/TRAIN0934.png,monk_5,female,18_30,1
4128,train/TRAIN0935.png,monk_4,female,18_30,8
4131,train/TRAIN0938.png,monk_5,female,0_17,7
4132,train/TRAIN0939.png,monk_8,female,18_30,8
4133,train/TRAIN0940.png,monk_3,female,18_30,1
4134,train/TRAIN0941.png,monk_4,female,18_30,1
4135,train/TRAIN0942.png,monk_3,female,31_60,1
4137,train/TRAIN0944.png,monk_8,female,18_30,1
4138,train/TRAIN0946.png,monk_8,female,18_30,2
4139,train/TRAIN0947.png,monk_5,female,31_60,9
4140,train/TRAIN0949.png,monk_7,female,31_60,8
4149,train/TRAIN0961.png,monk_10,female,18_30,2
4151,train/TRAIN0964.png,monk_5,female,31_60,2
4156,train/TRAIN0969.png,monk_3,female,18_30,1
4159,train/TRAIN0972.png,monk_3,female,31_60,2
4161,train/TRAIN0976.png,monk_1,female,61_100,2
4162,train/TRAIN0977.png,monk_3,female,18_30,8
4165,train/TRAIN0982.png,monk_3,female,31_60,8
4166,train/TRAIN0983.png,monk_2,female,31_60,0
4168,train/TRAIN0985.png,monk_6,female,31_60,1
4171,train/TRAIN0990.png,monk_5,female,31_60,2
4172,train/TRAIN0991.png,monk_2,female,18_30,2
4173,train/TRAIN0992.png,monk_5,female,18_30,9
4175,train/TRAIN0994.png,monk_3,female,18_30,1
4177,train/TRAIN0996.png,monk_5,female,18_30,9
4178,train/TRAIN0997.png,monk_3,female,31_60,8
4179,train/TRAIN0998.png,monk_5,female,31_60,1
4181,train/TRAIN10000.png,monk_3,female,0_17,1
4189,train/TRAIN10014.png,monk_5,female,18_30,1
4191,train/TRAIN10018.png,monk_4,female,18_30,8
4194,train/TRAIN10021.png,monk_6,female,18_30,2
4195,train/TRAIN10022.png,monk_6,female,0_17,1
4196,train/TRAIN10024.png,monk_1,female,18_30,9
4198,train/TRAIN10027.png,monk_5,female,31_60,2
4199,train/TRAIN10029.png,monk_7,female,18_30,1
4200,train/TRAIN1003.png,monk_6,female,61_100,1
4203,train/TRAIN10034.png,monk_4,female,18_30,1
4207,train/TRAIN10039.png,monk_1,female,0_17,1
4209,train/TRAIN10043.png,monk_3,female,18_30,9
4214,train/TRAIN1005.png,monk_4,female,31_60,8
4216,train/TRAIN10052.png,monk_10,female,18_30,2
4217,train/TRAIN10053.png,monk_4,female,18_30,1
4220,train/TRAIN10060.png,monk_3,female,18_30,1
4221,train/TRAIN10062.png,monk_3,female,18_30,1
4224,train/TRAIN10067.png,monk_6,female,18_30,1
4227,train/TRAIN10070.png,monk_3,female,31_60,2
4228,train/TRAIN10071.png,monk_5,female,18_30,1
4230,train/TRAIN10075.png,monk_9,female,18_30,2
4235,train/TRAIN10082.png,monk_3,female,31_60,1
4240,train/TRAIN10088.png,monk_2,female,18_30,2
4242,train/TRAIN10091.png,monk_6,female,61_100,8
4248,train/TRAIN10098.png,monk_5,female,18_30,1
4254,train/TRAIN10103.png,monk_2,female,18_30,0
4256,train/TRAIN10108.png,monk_8,female,31_60,1
4258,train/TRAIN10111.png,monk_8,female,31_60,2
4260,train/TRAIN10114.png,monk_9,female,31_60,2
4261,train/TRAIN10115.png,monk_5,female,18_30,8
4262,train/TRAIN10117.png,monk_2,female,18_30,1
4266,train/TRAIN10124.png,monk_2,female,31_60,1
4276,train/TRAIN10133.png,monk_5,female,31_60,8
